40.0	-15.0
39.5	-15.0
39.0	-15.0
38.5	-15.0
38.0	-15.0
37.0	-15.0
36.5	-15.0
36.1944444444	-15.3902777778
35.5205555556	-16.2344444444
34.1666666667	-17.8
33.925	-18.0691666667
32.9833333333	-18.4
32.3311111111	-18.1302777778
31.8333333333	-17.7166666667
31.6830555556	-17.4569444444
30.0	-20.0
30.0	-20.3916666667
30.0	-21.0
30.0	-22.0
30.0	-23.0
30.0	-24.0
30.0	-25.0
29.0	-25.0
28.0	-25.0
27.0	-25.0
26.0	-25.0
25.0	-25.0
24.0	-25.0
23.6	-24.4166666667
22.9166666667	-23.6
21.35	-21.9733333333
20.365	-20.7
19.8333333333	-20.0
19.5833333333	-19.735
19.0	-19.0
19.9166666667	-18.0
20.1666666667	-17.75
20.7666666667	-17.0333333333
20.9144444444	-17.035
21.3333333333	-16.9333333333
21.3333333333	-16.8666666667
21.3333333333	-16.05
21.3333333333	-15.0
21.3333333333	-13.9666666667
23.7	-12.9833333333
25.0	-12.4283333333
26.0	-12.0
27.6666666667	-11.2333333333
27.6666666667	-10.5166666667
27.6666666667	-9.1416666667
27.6666666667	-8.6666666667
28.6666666667	-8.6666666667
29.2547222222	-7.6241666667
30.3172222222	-5.6530555556
31.3658333333	-3.6116666667
31.75	-2.9166666667
32.0833333333	-2.95
32.0	-1.1666666667
32.4166666667	-1.0833333333
33.0	-1.2605555556
33.8894444444	-1.6269444444
34.8486111111	-1.8405555556
35.0	-2.25
35.8333333333	-2.1
35.8333333333	-2.0
35.8833333333	-2.025
36.2522222222	-1.495
36.405	-1.1377777778
36.4536111111	-1.0236111111
36.8711111111	-0.0236111111
36.9166666667	0.1
37.2747222222	1.1238888889
37.4416666667	1.5
37.7166666667	2.125
37.8036111111	2.3288888889
37.9025	2.5894444444
38.1130555556	3.1513888889
38.1319444444	3.2019444444
38.2133333333	3.4219444444
38.2605555556	3.55
38.3333333333	3.75
38.4802777778	3.9497222222
39.0	4.685
39.0	5.0
37.9891666667	5.0
36.4844444444	5.0
36.2022222222	5.0
35.6666666667	5.0
34.8	5.0
34.7758333333	5.0
34.8	6.7013888889
34.8	6.9838888889
34.8	7.1355555556
34.8	7.6305555556
34.8	8.2769444444
34.8969444444	8.2611111111
35.2425	8.4558333333
35.3094444444	8.32
35.4919444444	8.3783333333
35.6680555556	8.3497222222
35.7336111111	8.2675
36.0355555556	8.2975
36.0822222222	8.3666666667
36.1080555556	8.3413888889
36.2683333333	8.3436111111
36.3094444444	8.3866666667
36.3494444444	8.3758333333
36.3958333333	8.3891666667
36.405	8.3666666667
36.4330555556	8.3188888889
36.4433333333	8.2638888889
36.4752777778	8.1625
36.62	8.4397222222
36.6638888889	8.4580555556
36.7055555556	8.4811111111
36.7458333333	8.465
36.7658333333	8.4491666667
36.7786111111	8.5666666667
36.8333333333	8.6666666667
36.8552777778	8.6269444444
36.9102777778	8.63
36.9333333333	8.65
37.0333333333	8.6166666667
37.0594444444	8.6113888889
37.9833333333	8.3166666667
38.1666666667	8.2666666667
38.2902777778	8.2275
38.6666666667	8.1166666667
39.0	8.0
38.795	8.4994444444
38.6841666667	8.7719444444
38.6575	8.8366666667
38.5275	8.8836111111
38.5833333333	9.0166666667
38.3952777778	9.4563888889
38.2547222222	9.7872222222
38.0388888889	10.2863888889
37.8891666667	10.6286111111
37.8194444444	10.7866666667
37.7694444444	10.9086111111
37.7427777778	10.9591666667
37.6833333333	11.1
37.6736111111	11.1138888889
37.6416666667	11.2
37.5927777778	11.2941666667
37.5	11.5
37.1891666667	11.5
36.8397222222	11.5
36.62	11.5
36.6080555556	11.5
36.5	11.5
35.825	11.5
35.6566666667	11.5
35.0475	11.5
34.5236111111	11.5
34.3333333333	11.5
34.3333333333	12.6377777778
34.3333333333	12.8697222222
34.3333333333	13.2463888889
34.3333333333	13.3116666667
34.3333333333	13.7305555556
34.3333333333	14.7008333333
34.3333333333	15.1663888889
34.3333333333	16.3694444444
34.3333333333	16.9480555556
34.3333333333	17.0869444444
34.3333333333	18.1305555556
34.3333333333	19.0369444444
34.3333333333	20.4819444444
34.3333333333	21.4661111111
34.3333333333	23.5769444444
34.3333333333	23.5833333333
34.0	24.1666666667
34.0	24.45
34.0	25.15
34.0	25.5
34.0	26.8166666667
34.0	27.1666666667
33.9516666667	27.3333333333
33.9238888889	27.6230555556
33.8	28.2666666667
33.7138888889	28.75
33.5	30.0
33.1	30.95
32.8086111111	31.6619444444
32.6333333333	32.0833333333
32.2166666667	33.1
31.825	34.0019444444
31.8333333333	34.0
31.9166666667	33.9833333333
32.1694444444	33.9925
32.335	34.0552777778
32.4947222222	34.1708333333
32.5058333333	34.1880555556
