42.366086582	11.4107794749
38.165244581	12.4322182881
39.3673825918	15.8752482149
40.0197931977	10.6128126482
37.3150375555	17.7769966355
45.2733476111	7.3316528551
45.8459460445	9.04339198264
38.4010118682	12.0968584519
43.5718296505	9.15269499797
41.6036708718	13.8783032048
37.7873721507	11.9268111025
41.5069663495	13.407741004
41.0637053023	11.1311273876
39.5173106811	13.5701772015
38.8810723892	9.08973180894
44.7961251979	9.04617444653
37.5311360744	18.6804571196
39.4208517821	15.0680391081
38.7552957153	9.15882787137
39.7755947557	9.02803861851
44.1527138551	8.68721869755
39.0244792991	14.2064564749
45.7789631943	7.72160041797
44.2323470317	9.21790241133
37.9248071934	15.6830665867
40.3388577119	11.9523083329
42.5509398147	12.0136038735
40.0355208129	11.8041383676
43.5244491404	10.4333198299
38.5631559971	12.552910516
45.0031937438	9.10119186857
43.3964804943	11.3717972368
41.1633388835	10.2901539915
44.1717247493	10.5814565858
36.9985826007	12.0581236897
41.1533291323	10.7013163204
40.3674167268	12.0321377089
40.1584681151	10.7603458026
38.5444681996	14.0027123771
41.7092940729	11.4705642803
37.1566569135	17.0410682596
40.3251445817	14.427801992
42.0259792915	12.9411841224
40.8870566497	10.7828669132
43.963125774	9.65938354743
41.3770844808	14.3802593
39.6322076606	14.7235168858
44.127283996	9.4432506199
42.4334256447	11.1104112691
40.1068592873	13.8559033965
42.1064114499	9.78261054954
39.5335713948	11.4742994854
36.6658752695	16.3886078435
38.4582597309	14.8610384642
38.7646158882	9.34374362324
39.0753265265	13.6324640333
39.616638779	8.04020123527
38.8591779334	12.9488209955
41.7375587564	13.408626791
38.6581480091	13.9715160506
43.0341838448	10.6600620422
36.7202650928	15.5328640255
37.3925449892	14.6344466417
37.7950034828	15.2944294438
38.3803725605	14.0935754006
39.1970954363	14.9016084254
40.819644393	13.6041203625
38.9509306306	13.7265011485
37.3419429069	13.378327876
42.8642686164	12.3238028549
39.0272104625	14.8896466328
36.938786088	17.7683617959
36.7411199419	14.8051542779
42.2986628235	13.1354894279
40.8205691498	12.8156196054
39.7239079938	12.6005803323
38.6663913499	17.1233999169
41.0774455407	10.6247648104
37.1967217397	17.0179491427
40.5462332536	11.0817314275
44.3886338027	7.84390939583
40.8706794516	9.98896215197
37.724690509	15.1421592819
44.6857004293	7.59429769814
40.9207918101	14.4971527109
37.7173274561	17.3506622906
38.1790206711	11.7603034652
39.5983787345	9.26285192682
40.0341768049	9.27299587563
43.3155087363	10.7961973262
45.3978227432	9.99726053671
40.765093627	14.6496369834
39.3418278848	12.2435307418
40.6011867533	10.6611364137
39.814896452	15.1911917295
40.7159595746	9.28691418892
38.4106706145	14.3518668291
42.0995494992	12.8708437238
42.7129660079	10.5200103539
39.2790695903	13.1293045219
37.0478050572	16.3384012032
37.6716995901	13.7250817565
38.8770644809	13.5472170949
41.6159557866	12.0837350678
38.0923149077	15.4430998726
43.0205717005	11.3124902405
41.9779342196	13.5559621271
40.9603890514	9.00680892449
36.6979525766	14.9147544017
40.2051377705	10.0150015707
41.3519537336	11.5938053111
39.054714614	12.4173284105
40.788026813	10.0852642255
37.364582641	18.3579261818
42.0059772884	12.7509390477
39.6270472113	9.03395232487
37.7226555565	18.6157533678
38.866321359	14.8688023439
37.8448833106	12.1912102501
41.0727442986	11.5050096685
44.4667481233	9.09251638734
37.3973853483	16.2911938586
40.7466266378	11.6915274671
40.2749801271	14.7055354912
36.8336180081	18.0185068417
45.0990362506	8.0911158037
37.5592869979	12.133158478
37.9304514475	16.3739888836
37.9540442052	18.9801531074
39.9211464592	10.7112235885
40.6828032242	13.8522090099
41.0032089825	9.32077685115
43.4197996042	11.8827388182
41.4485479745	14.1928291584
37.8496246763	14.4708026411
43.5981369775	8.36773702782
38.9208986795	11.4002058034
38.5284435214	13.2229147798
